seats_count,total_amount,bookings_last_1min,bookings_last_10min,same_device_flag,duplicate_route_flag,account_age_days,night_booking_flag,cancellation_history_ratio,label
1,3494.0,0,1,0,0,105,0,0.335,0
1,2729.0,0,5,0,0,69,0,0.068,0
5,15091.0,0,2,0,0,25,0,0.131,0
1,4234.0,0,1,1,1,100,0,0.039,1
2,7912.0,1,1,0,0,94,0,0.267,0
3,8218.0,2,2,0,0,142,0,0.238,0
4,11491.0,0,0,1,0,127,0,0.177,0
2,6499.0,0,1,0,0,123,0,0.323,0
3,11111.0,0,3,0,0,16,0,0.076,0
2,7420.0,1,3,0,0,32,0,0.08,0
5,17067.0,0,0,0,1,18,0,0.047,0
6,22606.0,0,1,0,0,60,0,0.084,0
8,30207.0,0,5,0,0,40,0,0.136,0
1,3439.0,2,6,0,0,217,0,0.389,1
4,11852.0,0,2,0,0,75,0,0.077,0
8,30755.0,0,3,0,0,22,0,0.052,0
4,14583.0,1,5,0,0,142,0,0.151,0
1,3069.0,0,3,0,0,143,0,0.052,0
2,6278.0,0,2,0,0,31,1,0.505,1
10,32726.0,2,4,0,0,39,0,0.128,0
2,7231.0,1,1,0,0,67,0,0.262,0
3,8380.0,1,3,0,0,49,0,0.06,0
1,3227.0,2,3,0,0,64,0,0.452,0
2,4904.0,0,1,0,0,42,0,0.105,0
10,39357.0,0,0,0,0,114,0,0.179,0
2,8925.0,1,3,0,0,81,0,0.52,0
3,7319.0,0,1,0,0,142,1,0.265,0
4,10012.0,1,1,0,0,105,0,0.213,0
1,3219.0,1,1,0,0,139,0,0.282,0
2,6354.0,0,2,0,0,65,1,0.132,1
8,23726.0,0,1,0,0,113,0,0.145,1
4,13439.0,1,1,0,0,82,0,0.03,1
2,7220.0,0,1,0,1,32,0,0.11,0
3,11515.0,0,3,0,0,28,1,0.079,0
3,10091.0,3,6,0,1,173,0,0.041,1
2,7588.0,0,3,0,0,64,0,0.256,0
3,12270.0,0,4,0,0,88,0,0.087,0
4,11441.0,2,4,0,0,86,0,0.27,0
2,6375.0,1,2,0,0,103,1,0.089,0
2,6893.0,0,1,0,0,37,0,0.025,0
10,36304.0,0,1,0,0,37,0,0.084,0
1,3142.0,2,5,0,0,55,0,0.037,0
2,5215.0,0,5,0,0,87,0,0.135,1
1,4178.0,0,2,0,0,53,0,0.099,0
1,3445.0,0,1,0,0,198,0,0.066,0
1,3995.0,0,0,0,0,118,0,0.308,0
7,25462.0,3,4,0,0,49,0,0.049,1
2,8850.0,0,3,0,0,172,1,0.043,1
3,7998.0,0,0,0,0,71,0,0.068,0
2,6231.0,0,1,0,0,92,1,0.137,1
2,5687.0,1,2,0,0,40,0,0.383,0
4,14474.0,0,5,0,0,146,0,0.141,0
2,8113.0,0,3,0,0,117,1,0.215,0
8,26491.0,0,3,0,1,22,0,0.118,1
3,8877.0,2,3,0,0,140,0,0.046,0
2,6982.0,2,3,0,0,17,0,0.135,0
3,11359.0,0,3,0,0,94,0,0.163,0
3,7022.0,1,1,0,0,191,1,0.497,0
8,17912.0,2,4,0,0,69,0,0.331,0
1,3427.0,3,5,0,0,80,1,0.285,0
3,11794.0,0,1,0,0,67,0,0.068,0
6,14456.0,0,2,0,0,11,0,0.189,0
4,10877.0,2,2,0,0,27,0,0.404,0
9,30813.0,2,4,0,0,28,0,0.383,0
3,10216.0,0,0,0,0,111,0,0.028,1
3,10261.0,0,2,0,0,21,0,0.219,0
2,8008.0,0,2,0,0,4,0,0.408,0
1,4877.0,0,0,0,0,27,1,0.304,0
2,5769.0,0,1,0,0,67,0,0.011,0
5,15044.0,0,1,0,0,126,0,0.369,0
1,3926.0,0,2,0,0,274,1,0.066,1
4,8989.0,0,2,0,0,92,0,0.279,0
5,16412.0,1,2,0,1,162,0,0.203,0
1,2343.0,0,1,0,0,46,0,0.49,0
9,28041.0,1,4,0,0,154,0,0.132,1
4,9676.0,1,4,1,0,235,0,0.162,0
2,8559.0,0,1,0,0,184,0,0.262,0
8,29965.0,0,3,0,0,50,0,0.342,1
3,11741.0,1,6,0,0,76,0,0.015,1
7,23807.0,4,5,0,0,128,0,0.2,1
2,7270.0,1,4,0,0,67,0,0.226,0
9,25541.0,0,3,0,0,109,0,0.037,0
3,11368.0,2,2,0,0,76,0,0.093,1
2,7413.0,3,3,0,0,24,0,0.074,0
1,3137.0,1,2,0,1,59,0,0.175,0
4,13572.0,1,2,0,0,26,1,0.13,0
3,7479.0,1,3,0,0,9,1,0.517,0
1,2855.0,3,5,0,0,66,0,0.176,1
6,20484.0,0,1,0,0,153,0,0.037,0
1,2777.0,0,1,0,0,59,0,0.168,1
2,7862.0,1,1,0,0,165,0,0.102,0
2,8821.0,1,1,0,0,241,0,0.211,0
1,2886.0,2,7,0,0,88,0,0.143,0
1,3484.0,2,2,0,0,44,0,0.232,0
5,14713.0,0,3,0,0,83,0,0.119,0
2,7723.0,0,3,0,0,47,1,0.069,0
2,7353.0,0,0,1,0,44,0,0.258,0
1,3893.0,0,2,1,0,8,0,0.265,0
1,4229.0,0,2,0,0,90,0,0.129,0
1,3315.0,0,3,0,1,105,0,0.21,0
8,19836.0,0,2,0,0,58,0,0.056,0
1,2068.0,0,1,0,0,104,0,0.095,0
1,4748.0,1,1,0,1,90,0,0.459,0
1,2522.0,0,3,0,0,15,0,0.176,0
2,5213.0,0,2,1,0,48,0,0.55,0
3,11673.0,4,4,0,0,78,0,0.388,1
1,4202.0,0,2,0,0,16,0,0.104,0
4,12003.0,1,1,0,1,150,0,0.061,0
1,3256.0,2,5,0,0,129,0,0.174,1
3,8681.0,1,1,0,0,38,0,0.046,0
2,5688.0,1,3,0,0,183,0,0.137,0
4,10118.0,0,0,0,0,19,1,0.237,0
3,8312.0,0,0,0,0,282,0,0.33,0
5,11616.0,0,1,0,0,154,0,0.134,0
3,7736.0,0,3,0,0,72,0,0.206,0
2,7527.0,0,1,0,0,3,0,0.354,0
2,7968.0,0,2,0,0,1,0,0.07,0
2,6417.0,1,3,0,0,143,0,0.156,0
7,17136.0,0,0,0,0,24,1,0.244,0
4,13896.0,2,2,0,0,129,0,0.238,0
1,3424.0,0,3,0,0,103,0,0.137,0
3,11721.0,1,2,0,0,87,0,0.036,0
6,22737.0,0,1,0,0,125,1,0.122,1
2,6343.0,0,3,0,0,57,0,0.273,0
6,15720.0,1,1,0,0,97,0,0.194,0
5,20990.0,2,5,0,0,74,0,0.315,1
3,6722.0,3,5,0,0,81,1,0.299,0
4,14472.0,0,1,0,0,117,0,0.23,0
3,11222.0,1,3,0,0,92,0,0.196,0
2,6179.0,0,4,0,0,13,0,0.337,0
2,6558.0,1,1,0,0,20,0,0.196,0
3,10031.0,1,4,0,0,121,0,0.043,0
2,6226.0,4,6,0,0,109,0,0.407,1
6,17964.0,0,1,1,0,93,0,0.555,0
1,2261.0,2,5,0,0,6,1,0.094,1
7,21684.0,0,1,0,0,123,0,0.015,0
5,14862.0,0,1,0,0,218,0,0.293,0
7,26505.0,0,1,0,0,21,0,0.045,0
8,25979.0,0,0,0,0,57,1,0.377,1
2,6813.0,0,3,0,0,268,1,0.061,0
2,5014.0,0,1,0,0,95,1,0.25,0
3,7377.0,0,2,0,0,116,0,0.238,0
1,3264.0,0,0,0,0,244,0,0.145,0
9,37772.0,0,1,0,0,107,0,0.113,0
1,3389.0,3,3,0,0,47,0,0.456,0
1,4129.0,0,1,0,0,15,0,0.326,0
9,30225.0,2,5,0,0,64,0,0.178,1
7,18993.0,0,0,0,0,12,0,0.321,1
5,13040.0,1,6,0,0,171,0,0.307,1
2,7266.0,0,2,0,0,68,0,0.276,0
2,6035.0,0,1,0,0,132,0,0.184,1
2,7197.0,0,0,0,0,4,0,0.037,0
1,4806.0,0,4,0,0,18,0,0.098,0
3,8052.0,0,1,0,1,42,0,0.084,0
1,3269.0,1,2,0,0,130,0,0.116,0
1,2602.0,0,1,0,0,78,0,0.26,0
3,12197.0,1,2,0,0,108,0,0.053,0
6,20106.0,0,1,0,0,62,0,0.31,0
3,8173.0,2,3,0,0,20,0,0.061,0
1,3201.0,0,4,0,0,170,0,0.065,0
3,12731.0,1,2,0,0,24,1,0.551,0
1,3776.0,1,2,1,0,33,0,0.217,1
3,11053.0,2,5,0,0,61,1,0.267,0
6,14124.0,0,0,0,0,157,0,0.016,0
1,4465.0,1,6,0,0,66,0,0.072,0
3,11084.0,1,1,0,0,107,1,0.113,0
6,22260.0,0,3,0,0,25,0,0.073,1
1,3011.0,0,2,0,0,85,0,0.012,0
2,4895.0,1,1,0,0,48,0,0.518,0
6,15328.0,0,1,0,0,52,0,0.137,0
1,2697.0,0,4,0,0,67,0,0.074,0
8,34047.0,1,2,0,0,3,0,0.083,0
8,28077.0,1,3,0,0,83,0,0.068,0
4,12111.0,0,1,0,0,11,0,0.208,0
1,3453.0,0,3,0,0,102,0,0.324,0
4,8986.0,0,2,0,0,182,0,0.269,0
1,3903.0,0,2,0,0,102,0,0.192,0
4,12567.0,0,3,1,0,25,0,0.073,0
4,9962.0,0,3,0,0,104,0,0.184,0
6,19134.0,2,2,0,0,101,1,0.199,0
8,21008.0,2,3,0,0,127,0,0.056,0
3,10774.0,0,3,0,0,23,0,0.158,1
7,25394.0,0,1,0,0,121,0,0.014,0
3,9238.0,0,5,0,0,157,0,0.183,0
2,4894.0,0,2,0,0,33,1,0.272,0
1,3470.0,0,4,0,0,91,0,0.186,0
1,2868.0,0,2,0,1,3,0,0.142,0
1,2858.0,0,3,0,0,53,0,0.113,0
1,3254.0,0,2,0,0,9,0,0.25,0
1,2454.0,0,1,0,0,136,1,0.208,0
1,2904.0,0,1,0,0,37,0,0.162,0
1,2687.0,1,4,0,0,110,0,0.231,0
4,11651.0,1,3,0,1,106,0,0.28,0
2,4807.0,0,1,0,1,13,0,0.126,0
2,7105.0,0,1,0,0,30,1,0.252,0
2,6073.0,0,1,0,1,148,0,0.122,0
2,7827.0,0,1,0,0,232,1,0.218,0
1,3643.0,0,1,0,0,67,0,0.156,0
2,6249.0,1,3,0,0,37,0,0.215,0
2,5981.0,2,4,0,0,105,1,0.3,0
1,3969.0,1,1,0,0,11,0,0.056,0
3,8777.0,0,1,0,0,131,0,0.36,0
2,5377.0,1,6,0,0,109,0,0.183,0
8,32233.0,2,4,0,0,183,0,0.196,0
8,23896.0,3,6,0,0,11,0,0.36,0
3,11628.0,0,0,0,0,140,1,0.107,1
1,3942.0,0,5,1,0,135,1,0.281,0
1,3464.0,0,1,0,0,92,0,0.247,0
3,9380.0,3,4,0,0,232,0,0.167,0
1,2525.0,0,3,0,0,20,0,0.242,0
4,9752.0,0,2,0,0,58,0,0.147,0
1,2720.0,0,2,0,0,91,0,0.096,0
7,16415.0,0,2,0,0,7,0,0.253,0
2,5654.0,0,0,0,0,84,0,0.141,0
1,4190.0,0,1,0,0,9,0,0.193,0
2,5923.0,2,2,0,0,117,1,0.173,0
3,10417.0,1,5,0,0,79,0,0.082,1
2,6126.0,2,3,0,0,93,1,0.314,0
1,3369.0,0,5,0,0,64,0,0.197,0
1,2447.0,1,6,0,0,177,0,0.159,0
1,2067.0,1,1,0,0,1,0,0.193,0
3,7303.0,1,4,0,0,122,0,0.121,0
6,22959.0,0,5,0,0,13,0,0.366,0
1,3996.0,4,8,0,0,32,0,0.125,1
2,8222.0,2,4,0,0,32,0,0.186,1
1,2335.0,0,2,0,0,41,0,0.317,0
2,6709.0,1,5,0,0,110,0,0.285,0
2,6042.0,0,2,0,0,57,0,0.27,0
2,5437.0,1,3,0,1,72,0,0.065,0
4,13303.0,0,3,0,0,110,0,0.186,0
2,7982.0,0,0,0,0,42,0,0.141,0
5,16230.0,0,2,0,0,141,0,0.116,0
6,18787.0,0,1,0,0,98,0,0.144,0
1,3339.0,0,1,0,0,233,0,0.309,0
3,7165.0,1,4,0,0,35,0,0.365,0
3,11137.0,0,0,0,0,100,0,0.161,0
1,3927.0,0,2,0,0,169,1,0.2,0
6,20154.0,0,2,0,0,36,0,0.115,0
3,8231.0,0,2,0,0,61,0,0.213,0
8,20343.0,1,5,0,0,111,0,0.119,0
2,5628.0,1,1,0,0,78,0,0.218,0
1,4086.0,0,1,0,0,93,0,0.189,0
2,6571.0,0,2,0,0,252,0,0.195,0
1,3783.0,0,2,0,0,77,0,0.351,0
10,33943.0,2,5,0,0,53,0,0.235,0
2,7458.0,2,2,0,0,11,0,0.231,0
4,12594.0,0,1,0,0,230,0,0.159,0
2,8188.0,0,3,0,1,238,0,0.205,1
8,32776.0,0,0,0,0,159,0,0.37,1
1,3596.0,2,6,0,0,117,1,0.296,0
2,7496.0,0,0,0,0,90,0,0.428,0
1,3285.0,4,5,0,0,16,0,0.315,1
3,8216.0,0,4,0,0,189,1,0.164,0
3,8094.0,0,1,0,0,3,0,0.087,0
1,3188.0,1,1,0,0,108,0,0.13,0
1,2293.0,0,2,0,0,144,0,0.197,0
5,15931.0,0,0,0,0,24,0,0.225,0
3,9009.0,0,3,0,0,10,1,0.189,0
7,27244.0,0,0,0,0,24,0,0.182,0
3,9394.0,0,4,0,0,13,0,0.06,0
2,4941.0,0,1,0,0,3,0,0.141,0
2,8437.0,0,4,1,0,70,0,0.282,0
9,30591.0,0,5,0,0,67,0,0.245,0
6,18942.0,0,2,0,0,114,1,0.273,0
1,2606.0,0,2,0,0,41,0,0.026,0
5,12300.0,0,3,0,0,42,0,0.505,0
1,2393.0,1,3,0,1,41,0,0.13,0
1,3067.0,1,3,0,0,121,1,0.364,0
1,3664.0,3,7,0,1,46,0,0.234,0
1,4154.0,1,5,0,0,19,0,0.046,0
4,14584.0,0,1,0,0,45,0,0.086,0
1,3574.0,0,4,0,0,31,0,0.05,0
1,4825.0,0,2,1,0,23,0,0.109,1
2,6013.0,1,1,0,0,52,0,0.234,0
5,14457.0,0,2,0,0,145,0,0.167,0
2,5211.0,0,3,0,0,123,1,0.074,0
1,2753.0,0,3,0,0,33,0,0.296,0
2,8572.0,0,3,0,0,35,0,0.184,0
4,16566.0,1,3,0,0,56,0,0.305,0
6,19014.0,0,1,0,0,68,0,0.388,0
1,3831.0,0,0,0,0,231,0,0.322,0
2,8396.0,0,4,0,0,20,0,0.421,0
2,6501.0,0,4,0,0,11,0,0.074,0
5,14624.0,1,1,0,0,147,0,0.145,0
1,3207.0,0,1,0,1,82,1,0.188,0
1,3915.0,1,6,0,0,88,0,0.044,0
7,21313.0,1,1,0,0,104,1,0.219,0
1,3033.0,3,5,0,0,40,0,0.2,0
2,6988.0,0,5,0,0,19,1,0.155,0
7,21465.0,0,1,0,0,314,0,0.222,0
1,4913.0,2,2,0,0,18,1,0.159,0
4,12636.0,0,2,0,0,16,0,0.209,0
4,12289.0,1,5,0,0,29,0,0.064,0
3,6563.0,0,1,0,0,108,0,0.058,0
5,14075.0,2,3,0,0,142,0,0.112,0
5,18663.0,1,3,0,0,96,0,0.163,0
4,9653.0,0,4,0,0,18,0,0.138,0
3,9822.0,1,6,0,0,116,0,0.125,0
4,8662.0,3,3,0,0,165,0,0.072,0
3,7845.0,0,3,0,0,73,0,0.01,0
2,7442.0,0,1,0,0,44,0,0.091,0
2,6183.0,0,1,0,0,0,0,0.466,0
3,8663.0,0,2,0,0,79,0,0.338,0
1,2723.0,2,2,0,0,22,0,0.362,0
1,2884.0,0,3,0,0,59,1,0.186,1
3,7498.0,0,1,1,0,174,0,0.224,0
5,18897.0,0,1,0,0,179,0,0.099,0
2,6180.0,0,3,0,0,60,0,0.153,0
1,4023.0,0,2,0,0,11,0,0.132,1
8,23245.0,1,5,0,0,13,0,0.348,0
6,14132.0,1,4,0,0,65,1,0.398,0
8,30555.0,0,1,0,0,118,0,0.123,0
2,5294.0,0,1,0,0,3,0,0.261,0
1,3998.0,0,0,0,0,145,0,0.257,0
2,6296.0,0,1,0,0,15,0,0.064,0
5,17635.0,0,3,0,0,78,0,0.152,0
7,27779.0,1,3,0,0,187,1,0.492,0
6,14344.0,0,1,0,0,53,0,0.176,0
2,5093.0,0,0,0,0,133,0,0.102,0
5,12181.0,1,4,0,1,103,0,0.347,0
3,8313.0,0,0,0,0,87,0,0.228,0
3,8910.0,0,1,0,0,130,0,0.124,0
5,20889.0,2,2,0,1,57,0,0.178,0
7,20383.0,0,0,0,0,196,0,0.161,0
2,5456.0,0,4,0,0,91,0,0.097,0
2,5302.0,1,1,0,0,48,0,0.46,1
1,4123.0,0,2,0,0,172,0,0.037,0
2,5165.0,3,4,1,0,185,0,0.193,0
7,25459.0,0,0,1,0,129,0,0.163,0
1,4264.0,0,3,0,0,120,0,0.171,0
1,3704.0,0,1,0,1,188,0,0.422,0
5,18055.0,0,1,0,0,52,0,0.326,0
8,20389.0,0,0,0,0,99,1,0.132,0
1,3735.0,0,3,0,0,72,0,0.156,0
1,3352.0,1,2,0,0,9,0,0.196,0
1,3278.0,1,1,0,1,85,0,0.449,0
1,3042.0,0,0,0,0,13,0,0.1,0
2,7797.0,0,2,0,0,19,0,0.154,0
3,7449.0,2,7,0,0,137,0,0.442,0
2,4883.0,0,0,0,0,67,0,0.429,0
8,30759.0,0,4,0,0,9,1,0.108,0
3,7940.0,0,0,0,0,122,0,0.112,0
3,9908.0,1,1,1,1,120,0,0.076,0
10,41988.0,0,0,0,0,78,0,0.244,0
2,5351.0,0,1,0,0,120,0,0.129,0
6,20476.0,1,1,0,0,78,0,0.07,0
3,9229.0,0,0,0,0,96,0,0.412,0
1,3228.0,0,1,0,0,38,0,0.117,0
1,4070.0,0,1,0,0,198,0,0.244,0
3,12022.0,0,5,0,0,67,0,0.157,0
3,9291.0,0,4,0,0,11,0,0.083,0
2,5801.0,0,1,0,0,104,0,0.202,0
4,15014.0,0,2,0,0,75,0,0.111,1
4,14084.0,0,2,0,0,134,1,0.343,0
8,32182.0,0,2,0,0,35,0,0.295,1
2,6460.0,0,1,0,0,61,0,0.061,0
1,3230.0,0,2,0,1,82,0,0.094,0
1,2902.0,0,1,0,0,62,0,0.41,0
4,13290.0,0,1,0,0,127,0,0.375,0
6,23644.0,0,2,0,0,7,1,0.032,0
1,3174.0,0,2,0,1,186,0,0.382,0
2,5318.0,0,2,0,0,26,0,0.306,0
8,21119.0,0,0,0,1,66,0,0.046,1
4,9750.0,0,1,0,0,50,0,0.168,0
7,20132.0,0,3,0,0,45,0,0.334,0
1,2466.0,0,0,0,0,22,0,0.199,0
3,9241.0,1,5,0,0,21,0,0.197,0
1,3675.0,0,2,0,0,118,0,0.09,0
9,20261.0,1,6,0,0,41,0,0.051,0
6,16914.0,2,5,0,1,192,0,0.506,0
8,26056.0,0,2,1,0,42,0,0.146,1
2,5822.0,1,4,0,0,3,0,0.035,0
1,3534.0,1,2,0,0,36,1,0.1,0
2,4885.0,2,4,0,0,127,0,0.454,0
1,3043.0,1,3,0,0,56,0,0.148,0
2,7170.0,0,0,0,0,55,0,0.071,0
1,3428.0,0,1,0,0,44,0,0.259,0
3,10546.0,1,5,0,0,14,0,0.236,0
2,8223.0,0,0,0,0,93,0,0.043,0
1,3162.0,1,1,0,0,90,0,0.142,0
3,11653.0,0,1,0,1,98,1,0.096,0
1,3340.0,1,6,0,1,95,0,0.423,0
1,3210.0,0,2,0,0,95,0,0.145,0
3,9629.0,0,1,0,0,52,0,0.24,0
1,4678.0,1,3,0,0,4,0,0.426,0
5,14430.0,0,0,0,0,54,0,0.218,0
8,20702.0,0,2,0,1,116,0,0.059,1
3,6923.0,0,3,0,0,135,1,0.137,0
7,26390.0,0,1,0,0,23,1,0.134,0
3,10991.0,1,5,0,0,10,0,0.176,0
10,32166.0,1,1,0,0,73,0,0.322,1
3,11926.0,0,5,0,0,146,0,0.073,0
1,2707.0,0,1,0,0,104,0,0.091,0
1,3776.0,0,1,0,1,123,0,0.167,0
2,6294.0,2,4,0,0,108,0,0.081,0
1,3479.0,0,1,0,0,71,0,0.215,0
1,2555.0,0,4,0,0,27,0,0.149,0
3,9570.0,0,0,0,0,13,0,0.325,0
4,16078.0,1,3,0,0,89,0,0.053,1
2,7341.0,0,0,0,0,220,0,0.031,0
5,12169.0,1,3,0,0,85,0,0.127,0
7,19733.0,0,0,0,0,76,0,0.331,0
7,24278.0,0,4,0,0,91,0,0.37,0
2,7413.0,2,5,0,0,45,0,0.228,0
1,4242.0,0,3,0,0,257,1,0.311,1
1,3422.0,0,2,0,1,21,0,0.095,0
1,3489.0,0,1,0,0,193,0,0.156,0
2,9048.0,2,4,0,1,61,0,0.238,1
1,4397.0,0,0,0,0,38,0,0.034,0
3,7530.0,0,3,0,0,56,0,0.14,0
9,25093.0,0,2,0,0,93,0,0.283,0
5,13143.0,0,0,0,1,6,0,0.273,0
5,15400.0,0,0,0,0,17,0,0.162,0
1,2834.0,0,1,0,0,174,0,0.211,0
2,6952.0,0,0,0,0,142,0,0.225,1
3,8713.0,0,3,1,0,64,0,0.201,0
2,5774.0,1,3,0,0,78,0,0.219,0
6,15427.0,0,1,0,0,41,1,0.162,0
3,9930.0,3,3,0,0,163,0,0.266,0
6,13174.0,0,5,0,0,135,0,0.248,0
2,5110.0,0,1,0,0,141,0,0.244,0
8,26475.0,0,0,0,1,61,0,0.224,0
5,18276.0,0,0,1,0,142,1,0.295,0
1,4568.0,2,2,0,1,66,1,0.075,0
2,7500.0,0,1,0,0,49,0,0.347,0
2,4941.0,0,0,0,0,62,0,0.268,0
1,3276.0,1,1,0,0,117,1,0.275,0
2,4507.0,0,0,0,0,20,0,0.111,0
2,5298.0,0,1,0,0,69,0,0.282,0
2,7283.0,1,4,0,0,37,0,0.081,0
4,12124.0,0,1,0,0,76,0,0.244,0
6,24201.0,0,2,0,0,226,0,0.035,0
1,2820.0,0,5,0,0,100,1,0.32,0
2,8183.0,0,0,0,0,70,0,0.376,0
1,4216.0,0,1,0,0,189,0,0.051,0
5,19845.0,0,3,0,0,164,0,0.32,0
1,3904.0,0,1,0,0,201,0,0.102,0
2,5939.0,0,1,0,0,27,0,0.199,0
2,7336.0,1,3,0,1,41,0,0.14,0
4,14195.0,0,2,0,0,48,0,0.154,0
2,8222.0,1,3,0,0,171,0,0.139,0
1,2574.0,1,4,0,0,101,0,0.123,0
1,4396.0,3,7,0,0,11,1,0.18,1
2,4813.0,0,5,0,0,70,0,0.303,0
4,16669.0,0,5,0,0,13,0,0.279,0
2,6945.0,0,2,0,0,166,0,0.185,0
1,2611.0,0,0,0,0,38,0,0.126,0
1,3451.0,0,4,0,1,70,0,0.067,0
2,4751.0,0,3,0,0,213,0,0.375,0
3,11215.0,2,3,0,0,129,0,0.169,0
1,4789.0,0,2,0,0,103,0,0.384,0
7,23487.0,0,0,0,0,95,0,0.095,0
1,3634.0,0,2,1,1,4,0,0.29,1
2,6625.0,0,1,0,0,71,1,0.132,0
2,5625.0,0,1,0,0,191,0,0.183,0
3,6538.0,2,2,0,1,71,0,0.067,0
5,15791.0,0,1,0,1,183,0,0.39,0
1,3773.0,0,0,0,0,169,0,0.088,0
8,26096.0,0,5,0,1,141,0,0.124,1
5,11735.0,2,2,0,1,112,0,0.343,0
8,25701.0,1,5,0,0,80,1,0.06,0
1,3887.0,0,0,0,0,172,0,0.081,0
3,6581.0,1,6,0,0,15,1,0.117,0
3,8208.0,0,5,1,0,51,1,0.397,0
3,10454.0,0,1,0,0,4,0,0.215,0
4,17225.0,0,1,1,0,61,0,0.089,0
1,2788.0,1,2,0,0,79,0,0.026,0
5,15465.0,0,0,0,0,70,0,0.494,0
1,3697.0,1,3,0,0,307,0,0.129,0
4,15065.0,2,3,0,0,31,0,0.201,0
5,15485.0,0,0,1,0,6,0,0.303,0
1,3209.0,1,1,0,0,29,0,0.2,0
2,6009.0,0,2,0,0,114,0,0.107,0
4,13403.0,0,1,0,0,86,0,0.179,0
3,8547.0,0,2,0,0,202,0,0.426,0
5,18772.0,0,0,0,0,67,1,0.051,0
2,6963.0,0,1,0,0,139,0,0.421,0
4,12506.0,1,4,0,1,66,0,0.074,0
3,11443.0,1,4,0,0,210,0,0.103,1
1,4659.0,1,1,0,0,39,0,0.211,0
1,2511.0,2,5,0,0,53,0,0.045,0
1,3955.0,0,0,0,0,267,0,0.281,0
6,17701.0,1,2,0,0,51,0,0.336,0
7,17360.0,0,5,0,0,29,0,0.093,0
1,2814.0,0,1,0,0,43,0,0.22,0
2,7852.0,1,3,0,0,221,0,0.026,0
3,6864.0,1,3,0,0,25,0,0.268,0
3,11624.0,0,1,0,0,94,0,0.198,0
1,3114.0,2,3,0,0,3,0,0.288,0
6,14066.0,0,1,0,0,158,0,0.232,0
2,5902.0,0,2,0,0,97,1,0.097,0
8,26521.0,0,2,0,0,42,0,0.044,0
2,4486.0,1,2,0,0,138,0,0.08,0
2,8019.0,2,7,0,0,5,0,0.163,1
2,4685.0,1,1,0,0,144,0,0.318,0
3,8068.0,1,2,0,0,120,0,0.192,0
3,9274.0,2,3,0,0,41,0,0.227,0
1,4484.0,0,2,0,0,114,0,0.21,0
1,2462.0,1,2,0,0,109,0,0.126,0
3,11981.0,0,1,0,0,121,0,0.06,0
2,7505.0,0,1,0,0,207,0,0.121,0
2,4989.0,0,1,0,0,40,0,0.14,0
1,3106.0,0,3,0,0,51,0,0.159,0
3,11381.0,0,1,0,0,24,0,0.386,0
7,28163.0,0,2,0,0,115,0,0.382,0
2,4170.0,1,5,0,0,10,0,0.189,0
1,3131.0,0,0,0,1,82,0,0.061,0
1,2897.0,0,3,0,1,220,0,0.184,0
1,4085.0,1,1,0,1,98,0,0.124,1
7,22302.0,1,3,0,0,15,0,0.317,0
1,3583.0,1,2,0,1,59,0,0.18,0
2,6691.0,0,2,0,0,63,1,0.371,0
4,9932.0,4,5,0,0,134,0,0.191,1
5,12247.0,0,5,0,0,4,0,0.14,1
2,7466.0,0,3,0,0,91,0,0.218,1
3,11271.0,0,3,0,0,133,0,0.39,1
3,12946.0,2,4,0,0,123,0,0.455,0
2,7309.0,0,2,0,0,31,1,0.262,0
1,2517.0,0,1,0,0,7,0,0.163,0
7,19293.0,0,2,0,0,3,0,0.089,0
1,3946.0,0,1,0,0,46,0,0.113,0
3,7430.0,0,0,0,0,9,0,0.383,0
2,8124.0,3,8,0,0,73,0,0.174,1
5,16507.0,0,3,0,1,235,0,0.089,0
9,30153.0,0,2,0,0,1,0,0.207,0
1,4432.0,0,0,0,0,79,1,0.344,0
2,6464.0,1,3,0,0,29,0,0.144,0
6,20577.0,2,5,0,0,49,0,0.265,0
1,3387.0,0,1,0,0,82,0,0.156,0
1,3867.0,3,5,0,0,92,0,0.341,1
6,25528.0,1,4,0,0,60,0,0.288,0
10,26874.0,1,6,0,0,94,0,0.176,0
5,16846.0,1,4,0,0,2,0,0.316,0
1,3560.0,0,5,0,0,12,0,0.171,0
1,3858.0,0,1,0,0,114,0,0.236,0
1,2640.0,0,2,0,0,212,0,0.278,0
1,3649.0,0,1,0,0,152,0,0.253,0
2,7975.0,1,3,1,1,181,0,0.156,1
2,7398.0,1,3,0,0,94,0,0.152,0
4,11573.0,0,2,0,0,100,1,0.407,0
7,18696.0,0,2,0,0,105,0,0.328,0
2,6303.0,1,3,0,0,9,0,0.301,0
1,2562.0,0,0,0,0,89,0,0.143,0
2,5173.0,0,0,0,0,158,0,0.487,0
1,4140.0,0,2,0,0,7,0,0.239,0
2,6318.0,2,6,0,0,87,0,0.031,0
4,12482.0,1,2,0,0,149,0,0.274,0
6,20580.0,1,1,0,0,49,0,0.099,0
1,2578.0,0,2,0,0,13,0,0.214,0
9,24541.0,0,3,0,0,62,0,0.263,1
4,12809.0,0,5,0,0,114,0,0.105,0
5,19992.0,1,2,0,0,220,0,0.082,0
2,8268.0,0,1,0,0,5,0,0.208,0
3,9836.0,0,2,0,0,68,0,0.267,0
3,10541.0,3,4,0,0,167,0,0.339,1
2,7261.0,2,5,0,0,218,0,0.289,1
2,5650.0,0,2,0,0,69,0,0.225,0
